Pe_Energy_au,Sigma_Total_au,Sigma_d5_2_au,Sigma_d3_2_au,Sigma_s1_2_au
0.4,0.35744030117527725,0.2020582673026443,0.022269507299359403,0.13311252657327352
0.40452261306532666,0.34772317012154347,0.19431656937536843,0.021413376173192666,0.13199322457298235
0.4090452261306533,0.3383158140131344,0.18684067007778815,0.020586712901913082,0.1308884310334332
0.41356783919597995,0.3292082168618834,0.17962178662707567,0.01978854189901671,0.12979788833579098
0.41809045226130653,0.3203906962938705,0.1726514309941194,0.019017920390273117,0.128721344909478
0.4226130653266332,0.31185389181244794,0.16592139922771487,0.018273937221346074,0.12765855536338697
0.4271356783919598,0.3035887518999745,0.15942376121087412,0.017555711715746474,0.12660927897335383
0.43165829145728646,0.29558652672386776,0.15315085367324344,0.01686239289310899,0.12557328015751532
0.4361809045226131,0.28783875925230684,0.14709527107089798,0.016193158450261105,0.12455032973114774
0.44070351758793974,0.28033727158029875,0.1412498547281185,0.015547213551616958,0.12354020330056328
0.4452261306532663,0.2730741561306321,0.13560768587101635,0.0149237900519002,0.1225426802077155
0.44974874371859297,0.2660417703051732,0.13016207922593012,0.014322145779761337,0.12155754529948168
0.4542713567839196,0.2592327257423382,0.12490657328222257,0.013741563452647064,0.12058458900746855
0.45879396984924625,0.2526398771111579,0.11983492196190432,0.013181349749376561,0.11962360539987704
0.4633165829145729,0.24625631629199346,0.11494108910358533,0.012640834693586555,0.11867439249482155
0.46783919597989954,0.24007536560011555,0.11021924127503784,0.012119370851841626,0.11773675347323612
0.4723618090452262,0.23409056782135265,0.10566373963540523,0.01161633242774204,0.11681049575820537
0.47688442211055276,0.22829567875867407,0.10126913386392032,0.011131114585141058,0.11589543030961272
0.4814070351758794,0.22268466136905474,0.09703015620947011,0.01066313278418387,0.11499137237540075
0.48592964824120605,0.2172516777694923,0.0929417145490921,0.010211822008577072,0.11409814121182313
0.4904522613065327,0.21199108210541034,0.08899888662818065,0.00977663612394978,0.11321555935327993
0.49497487437185933,0.20689741546805832,0.0851969148133857,0.009357047292386539,0.11234345336228604
0.4994974874371859,0.20196539888639725,0.0815311996532504,0.008952545255858079,0.11148165397728879
0.5040201005025126,0.19718992556776366,0.07799729417169554,0.00856263670151111,0.110629994694557
0.5085427135678392,0.19256605643251076,0.07459089975990729,0.008186844803015758,0.1097883118695877
0.5130653266331658,0.18808901594975758,0.07130786107376522,0.007824708651786024,0.10895644622420636
0.5175879396984925,0.18375418468849414,0.06814415990779638,0.0074757825764341455,0.10813424220426361
0.5221105527638191,0.1795570926462779,0.06509591074827496,0.007139635648038844,0.10732154624996407
0.5266331658291458,0.17549341617868172,0.06215935735584922,0.006815851298196266,0.10651820752463623
0.5311557788944724,0.17155897408381054,0.05933086793581696,0.0065040267814801345,0.10572407936651343
0.535678391959799,0.16774972083937717,0.05660692994379734,0.0062037725986954645,0.10493901829688436
0.5402010050251256,0.16406174123534464,0.05398414645071925,0.005914712092226621,0.10416288269239876
0.5447236180904522,0.1604912475577173,0.051459232850754905,0.005636481078628719,0.10339553362833367
0.5492462311557789,0.15703457564463857,0.049029012587590515,0.0053687273734841405,0.10263683568356391
0.5537688442211055,0.15368817945650506,0.04669041308182027,0.005111110339028958,0.10188665603565582
0.5582914572864321,0.15044862707471474,0.04444046256186774,0.0048633005312104394,0.10114486398163655
0.5628140703517588,0.14731259769552676,0.04227628673307994,0.004624979328835702,0.10041133163361113
0.5673366834170854,0.14427687744264417,0.0401951051230477,0.004395838527633482,0.09968593379196297
0.5718592964824121,0.14133835517034293,0.03819422800593236,0.004175579998153753,0.09896854716625683
0.5763819095477387,0.13849401982434148,0.03627105361385856,0.003963915375099823,0.09825905083538311
0.5809045226130654,0.13574095750620768,0.03442306486028345,0.0037605656932696756,0.09755732695265454
0.585427135678392,0.13307634702812893,0.03264782617447974,0.0035652610362718416,0.09686325981737734
0.5899497487437186,0.1304974563391584,0.03094298112245017,0.003377740271539858,0.09617673494516839
0.5944723618090453,0.12800164091791227,0.029306250027506007,0.003197750785066883,0.09549764010533937
0.5989949748743719,0.12558634141927902,0.027735426962666038,0.003025048147646374,0.09482586630896661
0.6035175879396986,0.12324907937978963,0.026228376948253276,0.002859395804134201,0.09416130662740216
0.6080402010050252,0.12098745375611082,0.024783033939474924,0.002700564849254087,0.09350385496738181
0.6125628140703517,0.11879913966353778,0.023397398813638264,0.0025483338031301148,0.09285340704676939
0.6170854271356784,0.1166818867196006,0.022069536808493287,0.002402488327057653,0.09220986158404967
0.621608040201005,0.11463351547981736,0.02079757508095382,0.002262820952893748,0.0915731194459698
0.6261306532663317,0.11265191418318517,0.01957970086017926,0.0021291308775215597,0.09094308244548435
0.6306532663316583,0.11073503731307296,0.01841415966202956,0.002001223763881888,0.09031965388716152
0.6351758793969849,0.10888090417121893,0.01729925318107897,0.0018789115070193979,0.08970273948312056
0.6396984924623116,0.10708759614166424,0.01623333726237916,0.0017620120091500478,0.08909224687013503
0.6442211055276382,0.10535325409777688,0.01521482021500077,0.0016503489921139368,0.08848808489066216
0.6487437185929649,0.10367607696675912,0.014242161149049805,0.0015437518123957372,0.08789016400531356
0.6532663316582914,0.10205432013149668,0.013313868181138153,0.0014420552620288587,0.08729839668832967
0.657788944723618,0.1004862929575683,0.012428496780789458,0.0013450993850736628,0.08671269679170517
0.6623115577889447,0.09897035683908684,0.01158464832374175,0.0012527293166225046,0.08613297919872259
0.6668341708542713,0.09750492431489423,0.010780968579863772,0.0011647951147914187,0.08555916062023904
0.671356783919598,0.09608845764118522,0.010016146108563134,0.0010811515829069241,0.08499115994971515
0.6758793969849246,0.09471946616699593,0.009288910839574376,0.0010016581120355559,0.08442889721538599
0.6804020100502512,0.0933965043192715,0.008598032863541268,0.0009261785462662559,0.08387229290946398
0.6849246231155779,0.09211817119051424,0.007942321149213397,0.000854581040070562,0.08332126900123027
0.6894472361809045,0.09088310991146205,0.007320622129274198,0.0007867379016945261,0.08277574988049331
0.6939698492462312,0.089690005338891,0.0067318184119817435,0.0007225254504189562,0.08223566147649031
0.6984924623115578,0.08853758159899582,0.00617482771235132,0.0006618238975836202,0.08170092998906087
0.7030150753768845,0.08742460136427496,0.00564860178936804,0.0006045172282600426,0.08117148234664687
0.7075376884422111,0.08634986584036786,0.005152125265497084,0.0005504930704058275,0.08064724750446495
0.7120603015075377,0.08531221339715268,0.004684414478426552,0.0004996425677601004,0.08012815635096604
0.7165829145728644,0.08431051725373136,0.004244516490531931,0.00045186026981300527,0.07961414049338641
0.721105527638191,0.08334368417591036,0.0038315081617933356,0.0004070440286247246,0.0791051319854923
0.7256281407035177,0.08241065428473593,0.003444495174247288,0.00036509489055854466,0.0786010642199301
0.7301507537688443,0.0815104003162247,0.0030826110565383407,0.00032591698824386704,0.07810187227144248
0.7346733668341708,0.08064192595061219,0.002745016291684607,0.000289417441574376,0.0776074922173532
0.7391959798994975,0.07980426454685861,0.0024308974804156426,0.00025550626472147604,0.07711786080172149
0.7437185929648241,0.07899647873209434,0.0021394664999235735,0.0002240962727875468,0.07663291595938324
0.7482412060301508,0.07821765968349578,0.001869959675205376,0.0001951029899720803,0.07615259701831832
0.7527638190954774,0.0774669256365257,0.0016216370045940836,0.00016844456362920466,0.07567684406830241
0.757286432160804,0.07674342078625329,0.0013937814222959562,0.00014404168232284368,0.07520559768163448
0.7618090452261307,0.0760463151899749,0.0011856980616429408,0.00012181749410971357,0.07473879963422224
0.7663316582914572,0.0753748044445651,0.0009967135318329375,0.00010169752643867336,0.07427639338629348
0.7708542713567839,0.07472810816348488,0.0008261752397941613,8.36096109345801e-05,0.07381832331275615
0.7753768844221105,0.0741054683744725,0.0006734507484443519,6.748381207377258e-05,0.07336453381395437
0.7798994974874371,0.07350614929743889,0.0005379271412148237,5.325235663984416e-05,0.07291496979958421
0.7844221105527638,0.07292943780244546,0.00041901039297806934,4.084956406137191e-05,0.072469577845406
0.7889447236180904,0.07237464271570684,0.0003161247702041143,3.0211779964605644e-05,0.07202830616553813
0.7934673366834171,0.07184109296180588,0.0002287122639023642,2.1277313214024503e-05,0.07159110338468949
0.7979899497487437,0.07132813639375882,0.0001562320384412793,1.3986374692018187e-05,0.07115791798062553
0.8025125628140704,0.07083514009440328,9.81598894456238e-05,8.281017205304206e-06,0.07072869918775236
0.807035175879397,0.07036149069490073,5.3987719730688605e-05,4.1050774414307574e-06,0.07030339789772862
0.8115577889447236,0.0699065933744069,2.3223037789244693e-05,1.404120355423093e-06,0.06988196621626223
0.8160804020100503,0.06946987032740114,5.38847320135246e-06,1.2538538648843414e-07,0.0694643564688133
0.8206030150753769,0.06905076019745922,2.1305348656904064e-08,2.1773419462361594e-07,0.06905052115791593
0.8251256281407036,0.06864871834609362,6.673007495315155e-06,1.631600137360322e-06,0.06864041373846094
0.8296482412060302,0.06826321662452398,2.4908806787790915e-05,4.318939485418707e-06,0.06823398887825076
0.8341708542713568,0.06789374234037125,5.430725820282486e-05,8.233184169422635e-06,0.067831201897999
0.8386934673366835,0.06753979746404712,9.445983232857507e-05,1.3329196087852767e-05,0.0674320084356307
0.8432160804020101,0.06720089859845399,0.00014497051716239469,1.956322297522403e-05,0.06703636485831636
0.8477386934673368,0.06687657687645802,0.0002054554318004345,2.689285555480793e-05,0.06664422858910278
0.8522613065326633,0.06656637711027819,0.00027554245172636404,3.527698598395286e-05,0.06625555767256787
0.8567839195979899,0.06626985688992217,0.0003548708488444698,4.467576798906551e-05,0.06587031027308862
0.8613065326633166,0.06598658655141107,0.00044309094513929635,5.505057851317105e-05,0.06548844502775861
0.8658291457286432,0.06571614954300227,0.0005398637727567746,6.636397999534677e-05,0.06510992179025016
0.8703517587939699,0.06545814196807695,0.0006448607397621407,7.85796832471788e-05,0.06473470154506764
0.8748743718592965,0.06521217129538873,0.0007577633123847832,9.166251226085494e-05,0.06436274547074308
0.879396984924623,0.06497785558155979,0.0008782627184366425,0.00010557837145685572,0.06399401449166629
0.8839195979899497,0.06475482390398252,0.001006059657115205,0.00012029421355629495,0.06362847003331101
0.8884422110552763,0.06454271694095134,0.0011408640007240691,0.00013577800639889934,0.06326607493382838
0.892964824120603,0.06434118639363966,0.0012823945005410488,0.00015199870023732096,0.06290679319286129
0.8974874371859296,0.0641498936075791,0.001430378521601917,0.00016892619842433847,0.06255058888755284
0.9020100502512562,0.06396850888882644,0.001584551803562592,0.00018653133108732274,0.062197425754176514
0.9065326633165829,0.06379671200161312,0.0017446582156548417,0.00020478582798956645,0.061847267957968716
0.9110552763819095,0.06363419269877414,0.0019104494913733693,0.000223662288969578,0.0615000809184312
0.9155778894472362,0.06348065020311694,0.0020816849711781074,0.00024313415532330033,0.06115583107661554
0.9201005025125628,0.06333579210246261,0.002258131383185997,0.0002631756856088807,0.06081448503366774
0.9246231155778895,0.06319933386053891,0.0024395626464463263,0.00028376193400398456,0.06047600928008861
0.9291457286432161,0.06307099914509282,0.0026257596577802357,0.0003048687266741754,0.0601403707606384
0.9336683417085427,0.06295052003457718,0.0028165100596103227,0.0003264726359118373,0.059807537339055035
0.9381909547738694,0.06283763650545501,0.003011608026678818,0.00034855095647029683,0.0594774775223059
0.942713567839196,0.06273209575240593,0.003210854088890612,0.0003710816860517283,0.059150159977463576
0.9472361809045227,0.0626336520782715,0.0034140549572132736,0.00039404350608914017,0.05882555361496909
0.9517587939698492,0.06254206713121697,0.0036210233224292917,0.000417415759351178,0.05850362804943651
0.9562814070351758,0.06245710970800945,0.0038315776525811537,0.00044117842741041725,0.05818435362801788
0.9608040201005025,0.06237855504645516,0.004045542034448686,0.00046531211317723045,0.05786770089882925
0.9653266331658291,0.06230618439431637,0.004262746046287623,0.0004897980269733886,0.05755364032105536
0.9698492462311558,0.062239785307854414,0.004483024598690215,0.0005146179688816667,0.05724214274028254
0.9743718592964824,0.062179152047272625,0.004706217725026763,0.000539754305306626,0.05693318001693923
0.978894472361809,0.06212408520906974,0.004932170389566714,0.0005651899476026567,0.056626724871900375
0.9834170854271357,0.062074390768849644,0.0051607323782596505,0.0005909083401790544,0.05632275005041093
0.9879396984924623,0.062029879576031066,0.0053917582320312605,0.0006168934534010947,0.05602122789059871
0.992462311557789,0.06199036779591485,0.005625107118096865,0.0006431297693143832,0.055722130908503614
0.9969849246231156,0.06195567754248139,0.005860642613949876,0.0006696022573946323,0.05542543267113688
1.0015075376884424,0.061925636682518194,0.00609823250505501,0.0006962963519260396,0.05513110782553715
1.006030150753769,0.061900077873160576,0.006337748694146034,0.0007231979421585923,0.05483913123685595
1.0105527638190954,0.06187883787877842,0.006579067181526824,0.0007502933704886238,0.05454947732676298
1.015075376884422,0.061861757818949176,0.006822067983643461,0.0007775694235098825,0.05426212041179584
1.0195979899497487,0.06184868380212907,0.007066634940644018,0.000805013310401779,0.05397703555108327
1.0241206030150753,0.06183946697644761,0.0073126555134772715,0.0008326126401910101,0.05369419882277933
1.028643216080402,0.06183396285349518,0.007560020686694719,0.0008603554110940644,0.05341358675570639
1.0331658291457286,0.061832030676204304,0.007808624955170953,0.0008882300093561524,0.053135175711677196
1.0376884422110553,0.06183353344184364,0.008058366269347342,0.0009162252032987113,0.05285894196919758
1.042211055276382,0.06183833828421556,0.008309145882647235,0.0009443301262232534,0.05258486227534507
1.0467336683417086,0.061846316516832214,0.008560868184905757,0.0009725342577775722,0.052312914074148884
1.0512562814070352,0.06185734320018203,0.00881344062157782,0.0010008274150865772,0.05204307516351763
1.0557788944723618,0.06187129676438277,0.00906677367261155,0.0010291997506277509,0.051775323341143466
1.0603015075376885,0.06188805908311929,0.009320780780623835,0.0010576417442902223,0.05150963655820523
1.0648241206030151,0.06190751570953956,0.009575378198003356,0.0010861441862437733,0.051245993325292435
1.0693467336683415,0.06192955574401207,0.009830484854070436,0.0011146981621274908,0.05098437272781415
1.0738693467336682,0.06195407134025159,0.010086022331206541,0.0011432950506078952,0.05072475395843716
1.0783919597989948,0.06198095740889826,0.010341914887278912,0.001171926526125822,0.05046711599549353
1.0829145728643215,0.06201011185923538,0.010598089380109683,0.0012005845504616086,0.05021143792866409
1.087437185929648,0.062041435997775805,0.010854475068139606,0.0012292613503191423,0.049957699579317054
1.0919597989949748,0.06207483444590735,0.011111003438272803,0.0012579493980675734,0.04970588160956697
1.0964824120603014,0.06211021451996753,0.011367608204413163,0.001286641411831337,0.049455964903723025
1.101005025125628,0.06214748571090329,0.011624225415111142,0.001315330367864423,0.04920792992792772
1.1055276381909547,0.06218655981511156,0.01188079345983764,0.0013440095013310387,0.048961756853942884
1.1100502512562813,0.06222735148997796,0.012137252872489339,0.0013726722841558747,0.04871742633333275
1.114572864321608,0.06226977849571333,0.012393546079260784,0.0014013123966787634,0.04847492001977378
1.1190954773869346,0.0623137612634047,0.012649617318193081,0.001429923718807204,0.04823422022640442
1.1236180904522612,0.06235922222517751,0.012905412761101362,0.001458500344012292,0.04799530912006386
1.1281407035175879,0.062406085598257256,0.013160880629102388,0.0014870365924668611,0.04775816837668801
1.1326633165829145,0.06245427775566612,0.01341597110261215,0.001515527000902485,0.04752277965215149
1.1371859296482412,0.06250372764565962,0.013670636073984069,0.0015439662947525261,0.047289125276923014
1.1417085427135678,0.06255436672423843,0.013924828974516258,0.0015723493687991937,0.047057188380922974
1.1462311557788945,0.06260612847544611,0.014178504808831233,0.0016006712912586753,0.04682695237535621
1.150753768844221,0.062658948049123,0.014431620279463568,0.0016289273179658343,0.04659840045169361
1.1552763819095477,0.06271276233574909,0.014684133790773202,0.0016571128928508708,0.046371515652125016
1.1597989949748744,0.06276751024854617,0.014936005288489717,0.001685223629886109,0.04614628133017034
1.164321608040201,0.06282313278083183,0.015187196097452317,0.0017132552948993349,0.045922681388480185
1.1688442211055277,0.06287957274758071,0.015437668907480608,0.0017412038041349103,0.04570070003596521
1.1733668341708543,0.06293677452838116,0.01568738785400922,0.001769065233457485,0.04548032144091445
1.177889447236181,0.06299468409362044,0.015936318515836382,0.0017968358181337245,0.04526152975965034
1.1824120603015076,0.06305324919833523,0.01618442776890066,0.0018245119363909418,0.045044309493043624
1.1869346733668342,0.06311241940095935,0.01643168363968193,0.0018520900930142621,0.04482864566826316
1.1914572864321609,0.06317214579482341,0.0166780553215085,0.001879566921329793,0.044614523551985114
1.1959798994974875,0.06323238072633036,0.016923513311942702,0.001906939198783754,0.0444019282156039
1.2005025125628142,0.0632930778207987,0.01716802945526925,0.001934203851715481,0.04419084451381396
1.2050251256281408,0.06335419227121722,0.017411576764421347,0.001961357935296469,0.0439812575714994
1.2095477386934674,0.06341568101280748,0.01765412916486181,0.001988398604762637,0.043773153243183045
1.214070351758794,0.06347750251500121,0.017895661424426522,0.0020153231076986966,0.043566517982876
1.2185929648241207,0.06353961635921004,0.01813614934225864,0.002042128805468908,0.043361338211482504
1.2231155778894474,0.06360198302614592,0.018375569969596498,0.0020688131980797094,0.04315759985846971
1.227638190954774,0.06366456409328657,0.018613901577052144,0.0020953739204305245,0.0429552885958039
1.2321608040201006,0.06372732259407443,0.01885112335325654,0.0021218087083636514,0.04275439053245425
1.2366834170854273,0.06379022311820479,0.01908721512158484,0.002148115366912812,0.04255489262970713
1.2412060301507537,0.06385323152240806,0.019322157353067998,0.0021742917719558058,0.042356782397384246
1.2457286432160803,0.06391631453771895,0.019555931435464156,0.002200335900609774,0.04216004720164502
1.250251256281407,0.06397943964999861,0.019788519882489513,0.0022262458547470144,0.04196467391276208
1.2547738693467336,0.06404257531829144,0.020019906238269266,0.0022520198501506158,0.041770649229871566
1.2592964824120603,0.06410569124423146,0.020250074766263573,0.002277656181531293,0.04157796029643659
1.263819095477387,0.06416875838609166,0.020479010236309048,0.002303153198696493,0.041386594951086125
1.2683417085427136,0.0642317487134774,0.02070669799820925,0.002328509315003396,0.04119654140026474
1.2728643216080402,0.06429463496466474,0.020933124210593,0.002353723033146941,0.0410077877209248
1.2773869346733668,0.06435739062586354,0.02115827594055429,0.002378792956335006,0.04082032172897425
1.2819095477386935,0.06441999008466108,0.021382141021354724,0.002403717772237942,0.04063413129106841
1.2864321608040201,0.064482408732805,0.021604707836582998,0.002428496228778855,0.04044920466744314
1.2909547738693468,0.06454462288821153,0.0218259652659636,0.0024531271281532183,0.0402655304940947
1.2954773869346734,0.06460660963043682,0.02204590281672646,0.002477609341682195,0.040083097472028165
1.3,0.06466834673326008,0.02226451073675073,0.002501941822517561,0.039901894173991787
